x,y,type,walkable,biome,blockId,description
14,11,sidewalk,true,civic,43,"Sidewalk with a newspaper stand."
15,9,sidewalk,true,residential,44,"You are on a busy sidewalk in front of a shop."
16,9,sidewalk,true,residential,44,"Sidewalk with a newspaper stand."
17,9,sidewalk,true,residential,44,"Sidewalk with a bike rack and a bench."
15,10,sidewalk,true,residential,44,"Sidewalk with a bike rack and a bench."
16,10,building,false,residential,44,"You are inside a bustling apartment building."
17,10,sidewalk,true,residential,44,"A quiet sidewalk lined with trees."
15,11,sidewalk,true,residential,44,"Sidewalk with a newspaper stand."
16,11,sidewalk,true,residential,44,"Sidewalk with a bike rack and a bench."
17,11,sidewalk,true,residential,44,"You are on a busy sidewalk in front of a shop."
18,9,sidewalk,true,residential,45,"Sidewalk outside a bustling cafe."
19,9,sidewalk,true,residential,45,"Sidewalk with a bike rack and a bench."
20,9,sidewalk,true,residential,45,"Sidewalk with a bike rack and a bench."
18,10,sidewalk,true,residential,45,"Sidewalk outside a bustling cafe."
19,10,building,false,residential,45,"A quiet office space with large windows."
20,10,sidewalk,true,residential,45,"A quiet sidewalk lined with trees."
18,11,sidewalk,true,residential,45,"Sidewalk with a newspaper stand."
19,11,sidewalk,true,residential,45,"Sidewalk with a bike rack and a bench."
20,11,sidewalk,true,residential,45,"Sidewalk with a newspaper stand."
21,9,sidewalk,true,residential,46,"Sidewalk outside a bustling cafe."
22,9,sidewalk,true,residential,46,"You are on a busy sidewalk in front of a shop."
23,9,sidewalk,true,residential,46,"A quiet sidewalk lined with trees."
21,10,sidewalk,true,residential,46,"You are on a busy sidewalk in front of a shop."
22,10,building,false,residential,46,"A small grocery store packed with goods."
23,10,sidewalk,true,residential,46,"You are on a busy sidewalk in front of a shop."
21,11,sidewalk,true,residential,46,"Sidewalk with a bike rack and a bench."
22,11,sidewalk,true,residential,46,"Sidewalk outside a bustling cafe."
23,11,sidewalk,true,residential,46,"Sidewalk outside a bustling cafe."
24,9,sidewalk,true,residential,47,"Sidewalk with a newspaper stand."
25,9,sidewalk,true,residential,47,"Sidewalk with a newspaper stand."
26,9,sidewalk,true,residential,47,"A quiet sidewalk lined with trees."
24,10,sidewalk,true,residential,47,"Sidewalk outside a bustling cafe."
25,10,building,false,residential,47,"A cozy bakery with the smell of fresh bread."
26,10,sidewalk,true,residential,47,"A quiet sidewalk lined with trees."
24,11,sidewalk,true,residential,47,"Sidewalk with a newspaper stand."
25,11,sidewalk,true,residential,47,"A quiet sidewalk lined with trees."
26,11,sidewalk,true,residential,47,"Sidewalk with a newspaper stand."
27,9,sidewalk,true,residential,48,"A quiet sidewalk lined with trees."
28,9,sidewalk,true,residential,48,"You are on a busy sidewalk in front of a shop."
29,9,sidewalk,true,residential,48,"Sidewalk outside a bustling cafe."
27,10,sidewalk,true,residential,48,"Sidewalk outside a bustling cafe."
28,10,building,false,residential,48,"A lively coffee shop with people chatting."
29,10,sidewalk,true,residential,48,"Sidewalk outside a bustling cafe."
27,11,sidewalk,true,residential,48,"Sidewalk with a newspaper stand."
28,11,sidewalk,true,residential,48,"Sidewalk with a newspaper stand."
29,11,sidewalk,true,residential,48,"Sidewalk outside a bustling cafe."
30,9,sidewalk,true,residential,49,"Sidewalk with a newspaper stand."
31,9,sidewalk,true,residential,49,"A quiet sidewalk lined with trees."
32,9,sidewalk,true,residential,49,"Sidewalk with a bike rack and a bench."
30,10,sidewalk,true,residential,49,"Sidewalk outside a bustling cafe."
31,10,building,false,residential,49,"A lively coffee shop with people chatting."
32,10,sidewalk,true,residential,49,"Sidewalk with a newspaper stand."
30,11,sidewalk,true,residential,49,"Sidewalk with a bike rack and a bench."
31,11,sidewalk,true,residential,49,"Sidewalk with a newspaper stand."
32,11,sidewalk,true,residential,49,"Sidewalk with a newspaper stand."
33,9,sidewalk,true,residential,50,"Sidewalk outside a bustling cafe."
34,9,sidewalk,true,residential,50,"Sidewalk with a bike rack and a bench."
35,9,sidewalk,true,residential,50,"Sidewalk with a newspaper stand."
33,10,sidewalk,true,residential,50,"A quiet sidewalk lined with trees."
34,10,building,false,residential,50,"A quiet office space with large windows."
35,10,sidewalk,true,residential,50,"You are on a busy sidewalk in front of a shop."
33,11,sidewalk,true,residential,50,"A quiet sidewalk lined with trees."
34,11,sidewalk,true,residential,50,"You are on a busy sidewalk in front of a shop."
35,11,sidewalk,true,residential,50,"Sidewalk with a bike rack and a bench."
36,9,sidewalk,true,industrial,51,"You are on a busy sidewalk in front of a shop."
37,9,sidewalk,true,industrial,51,"Sidewalk outside a bustling cafe."
38,9,sidewalk,true,industrial,51,"Sidewalk with a bike rack and a bench."
36,10,sidewalk,true,industrial,51,"Sidewalk outside a bustling cafe."
37,10,building,false,industrial,51,"You are inside a bustling apartment building."
38,10,sidewalk,true,industrial,51,"A quiet sidewalk lined with trees."
36,11,sidewalk,true,industrial,51,"A quiet sidewalk lined with trees."
37,11,sidewalk,true,industrial,51,"Sidewalk with a newspaper stand."
38,11,sidewalk,true,industrial,51,"Sidewalk with a bike rack and a bench."
0,12,sidewalk,true,industrial,52,"Sidewalk with a newspaper stand."
1,12,sidewalk,true,industrial,52,"Sidewalk with a bike rack and a bench."
2,12,sidewalk,true,industrial,52,"Sidewalk with a newspaper stand."
0,13,sidewalk,true,industrial,52,"Sidewalk with a bike rack and a bench."
1,13,building,false,industrial,52,"A cozy bakery with the smell of fresh bread."
2,13,sidewalk,true,industrial,52,"Sidewalk with a bike rack and a bench."
0,14,sidewalk,true,industrial,52,"Sidewalk outside a bustling cafe."
1,14,sidewalk,true,industrial,52,"Sidewalk outside a bustling cafe."
2,14,sidewalk,true,industrial,52,"A quiet sidewalk lined with trees."
3,12,sidewalk,true,park,53,"A quiet sidewalk lined with trees."
4,12,sidewalk,true,park,53,"Sidewalk with a newspaper stand."
5,12,sidewalk,true,park,53,"Sidewalk with a newspaper stand."
3,13,sidewalk,true,park,53,"You are on a busy sidewalk in front of a shop."
4,13,building,false,park,53,"You are inside a bustling apartment building."
5,13,sidewalk,true,park,53,"Sidewalk outside a bustling cafe."
3,14,sidewalk,true,park,53,"You are on a busy sidewalk in front of a shop."
4,14,sidewalk,true,park,53,"A quiet sidewalk lined with trees."
5,14,sidewalk,true,park,53,"A quiet sidewalk lined with trees."
6,12,sidewalk,true,residential,54,"Sidewalk with a newspaper stand."
7,12,sidewalk,true,residential,54,"Sidewalk with a bike rack and a bench."
8,12,sidewalk,true,residential,54,"Sidewalk with a bike rack and a bench."
6,13,sidewalk,true,residential,54,"You are on a busy sidewalk in front of a shop."
7,13,building,false,residential,54,"A small grocery store packed with goods."
8,13,sidewalk,true,residential,54,"Sidewalk with a newspaper stand."
6,14,sidewalk,true,residential,54,"Sidewalk with a bike rack and a bench."
7,14,sidewalk,true,residential,54,"Sidewalk with a bike rack and a bench."
8,14,sidewalk,true,residential,54,"Sidewalk outside a bustling cafe."
9,12,sidewalk,true,residential,55,"Sidewalk outside a bustling cafe."
10,12,sidewalk,true,residential,55,"Sidewalk with a bike rack and a bench."
11,12,sidewalk,true,residential,55,"Sidewalk outside a bustling cafe."
9,13,sidewalk,true,residential,55,"Sidewalk with a bike rack and a bench."
10,13,building,false,residential,55,"A lively coffee shop with people chatting."
11,13,sidewalk,true,residential,55,"Sidewalk with a bike rack and a bench."
9,14,sidewalk,true,residential,55,"A quiet sidewalk lined with trees."
10,14,sidewalk,true,residential,55,"A quiet sidewalk lined with trees."
11,14,sidewalk,true,residential,55,"Sidewalk outside a bustling cafe."
12,12,sidewalk,true,mixed-use,56,"Sidewalk with a newspaper stand."
13,12,sidewalk,true,mixed-use,56,"A quiet sidewalk lined with trees."
14,12,sidewalk,true,mixed-use,56,"Sidewalk with a newspaper stand."
12,13,sidewalk,true,mixed-use,56,"Sidewalk outside a bustling cafe."
13,13,building,false,mixed-use,56,"A quiet office space with large windows."
14,13,sidewalk,true,mixed-use,56,"Sidewalk with a newspaper stand."
12,14,sidewalk,true,mixed-use,56,"Sidewalk with a bike rack and a bench."
13,14,sidewalk,true,mixed-use,56,"Sidewalk outside a bustling cafe."
14,14,sidewalk,true,mixed-use,56,"Sidewalk with a bike rack and a bench."
15,12,sidewalk,true,commercial,57,"Sidewalk with a bike rack and a bench."
16,12,sidewalk,true,commercial,57,"Sidewalk with a newspaper stand."
17,12,sidewalk,true,commercial,57,"A quiet sidewalk lined with trees."
15,13,sidewalk,true,commercial,57,"Sidewalk with a bike rack and a bench."
16,13,building,false,commercial,57,"You are inside a bustling apartment building."
17,13,sidewalk,true,commercial,57,"You are on a busy sidewalk in front of a shop."
15,14,sidewalk,true,commercial,57,"Sidewalk with a newspaper stand."
16,14,sidewalk,true,commercial,57,"A quiet sidewalk lined with trees."
17,14,sidewalk,true,commercial,57,"Sidewalk with a newspaper stand."
18,12,sidewalk,true,mixed-use,58,"Sidewalk with a bike rack and a bench."
19,12,sidewalk,true,mixed-use,58,"A quiet sidewalk lined with trees."
20,12,sidewalk,true,mixed-use,58,"Sidewalk with a newspaper stand."
18,13,sidewalk,true,mixed-use,58,"You are on a busy sidewalk in front of a shop."
19,13,building,false,mixed-use,58,"A small grocery store packed with goods."
20,13,sidewalk,true,mixed-use,58,"A quiet sidewalk lined with trees."
18,14,sidewalk,true,mixed-use,58,"Sidewalk with a bike rack and a bench."
19,14,sidewalk,true,mixed-use,58,"Sidewalk outside a bustling cafe."
20,14,sidewalk,true,mixed-use,58,"Sidewalk with a newspaper stand."
21,12,sidewalk,true,commercial,59,"You are on a busy sidewalk in front of a shop."
22,12,sidewalk,true,commercial,59,"Sidewalk outside a bustling cafe."
23,12,sidewalk,true,commercial,59,"A quiet sidewalk lined with trees."
21,13,sidewalk,true,commercial,59,"A quiet sidewalk lined with trees."
22,13,building,false,commercial,59,"A small grocery store packed with goods."
23,13,sidewalk,true,commercial,59,"Sidewalk with a bike rack and a bench."
21,14,sidewalk,true,commercial,59,"You are on a busy sidewalk in front of a shop."
22,14,sidewalk,true,commercial,59,"Sidewalk outside a bustling cafe."
23,14,sidewalk,true,commercial,59,"You are on a busy sidewalk in front of a shop."
24,12,sidewalk,true,mixed-use,60,"Sidewalk outside a bustling cafe."
25,12,sidewalk,true,mixed-use,60,"Sidewalk outside a bustling cafe."
26,12,sidewalk,true,mixed-use,60,"Sidewalk outside a bustling cafe."
24,13,sidewalk,true,mixed-use,60,"Sidewalk with a bike rack and a bench."
25,13,building,false,mixed-use,60,"You are inside a bustling apartment building."
26,13,sidewalk,true,mixed-use,60,"Sidewalk with a newspaper stand."
24,14,sidewalk,true,mixed-use,60,"Sidewalk with a newspaper stand."
25,14,sidewalk,true,mixed-use,60,"A quiet sidewalk lined with trees."
26,14,sidewalk,true,mixed-use,60,"You are on a busy sidewalk in front of a shop."
27,12,sidewalk,true,residential,61,"Sidewalk with a newspaper stand."
28,12,sidewalk,true,residential,61,"You are on a busy sidewalk in front of a shop."
29,12,sidewalk,true,residential,61,"Sidewalk with a bike rack and a bench."
27,13,sidewalk,true,residential,61,"Sidewalk with a bike rack and a bench."
28,13,building,false,residential,61,"A lively coffee shop with people chatting."
29,13,sidewalk,true,residential,61,"A quiet sidewalk lined with trees."
27,14,sidewalk,true,residential,61,"Sidewalk with a newspaper stand."
28,14,sidewalk,true,residential,61,"Sidewalk outside a bustling cafe."
29,14,sidewalk,true,residential,61,"Sidewalk outside a bustling cafe."
30,12,sidewalk,true,residential,62,"You are on a busy sidewalk in front of a shop."
31,12,sidewalk,true,residential,62,"You are on a busy sidewalk in front of a shop."
32,12,sidewalk,true,residential,62,"A quiet sidewalk lined with trees."
30,13,sidewalk,true,residential,62,"Sidewalk outside a bustling cafe."
31,13,building,false,residential,62,"A cozy bakery with the smell of fresh bread."
32,13,sidewalk,true,residential,62,"A quiet sidewalk lined with trees."
30,14,sidewalk,true,residential,62,"Sidewalk outside a bustling cafe."
31,14,sidewalk,true,residential,62,"Sidewalk with a newspaper stand."
32,14,sidewalk,true,residential,62,"Sidewalk outside a bustling cafe."
33,12,sidewalk,true,park,63,"Sidewalk with a newspaper stand."
34,12,sidewalk,true,park,63,"You are on a busy sidewalk in front of a shop."
35,12,sidewalk,true,park,63,"Sidewalk with a bike rack and a bench."
33,13,sidewalk,true,park,63,"Sidewalk with a bike rack and a bench."
34,13,building,false,park,63,"A cozy bakery with the smell of fresh bread."
35,13,sidewalk,true,park,63,"Sidewalk with a bike rack and a bench."
33,14,sidewalk,true,park,63,"You are on a busy sidewalk in front of a shop."
34,14,sidewalk,true,park,63,"Sidewalk with a newspaper stand."
35,14,sidewalk,true,park,63,"A quiet sidewalk lined with trees."
36,12,sidewalk,true,industrial,64,"Sidewalk with a bike rack and a bench."
37,12,sidewalk,true,industrial,64,"You are on a busy sidewalk in front of a shop."
38,12,sidewalk,true,industrial,64,"Sidewalk outside a bustling cafe."
36,13,sidewalk,true,industrial,64,"Sidewalk outside a bustling cafe."
37,13,building,false,industrial,64,"You are inside a bustling apartment building."
38,13,sidewalk,true,industrial,64,"Sidewalk with a newspaper stand."
36,14,sidewalk,true,industrial,64,"Sidewalk with a newspaper stand."
37,14,sidewalk,true,industrial,64,"You are on a busy sidewalk in front of a shop."
38,14,sidewalk,true,industrial,64,"Sidewalk with a bike rack and a bench."
0,15,sidewalk,true,industrial,65,"Sidewalk with a newspaper stand."
1,15,sidewalk,true,industrial,65,"Sidewalk with a bike rack and a bench."
2,15,sidewalk,true,industrial,65,"You are on a busy sidewalk in front of a shop."
0,16,sidewalk,true,industrial,65,"Sidewalk outside a bustling cafe."
1,16,building,false,industrial,65,"You are inside a bustling apartment building."
2,16,sidewalk,true,industrial,65,"You are on a busy sidewalk in front of a shop."
0,17,sidewalk,true,industrial,65,"Sidewalk with a newspaper stand."
1,17,sidewalk,true,industrial,65,"A quiet sidewalk lined with trees."
2,17,sidewalk,true,industrial,65,"Sidewalk outside a bustling cafe."
3,15,sidewalk,true,residential,66,"Sidewalk with a newspaper stand."
4,15,sidewalk,true,residential,66,"A quiet sidewalk lined with trees."
5,15,sidewalk,true,residential,66,"Sidewalk with a bike rack and a bench."
3,16,sidewalk,true,residential,66,"Sidewalk outside a bustling cafe."
4,16,building,false,residential,66,"A cozy bakery with the smell of fresh bread."
5,16,sidewalk,true,residential,66,"Sidewalk with a newspaper stand."
3,17,sidewalk,true,residential,66,"Sidewalk with a newspaper stand."
4,17,sidewalk,true,residential,66,"Sidewalk outside a bustling cafe."
5,17,sidewalk,true,residential,66,"You are on a busy sidewalk in front of a shop."
6,15,sidewalk,true,residential,67,"You are on a busy sidewalk in front of a shop."
7,15,sidewalk,true,residential,67,"Sidewalk with a bike rack and a bench."
8,15,sidewalk,true,residential,67,"You are on a busy sidewalk in front of a shop."
6,16,sidewalk,true,residential,67,"A quiet sidewalk lined with trees."
7,16,building,false,residential,67,"A quiet office space with large windows."
8,16,sidewalk,true,residential,67,"Sidewalk outside a bustling cafe."
6,17,sidewalk,true,residential,67,"Sidewalk with a newspaper stand."
7,17,sidewalk,true,residential,67,"Sidewalk outside a bustling cafe."
8,17,sidewalk,true,residential,67,"A quiet sidewalk lined with trees."
9,15,sidewalk,true,residential,68,"You are on a busy sidewalk in front of a shop."
10,15,sidewalk,true,residential,68,"Sidewalk with a bike rack and a bench."
11,15,sidewalk,true,residential,68,"Sidewalk outside a bustling cafe."
9,16,sidewalk,true,residential,68,"Sidewalk outside a bustling cafe."
10,16,building,false,residential,68,"A lively coffee shop with people chatting."
11,16,sidewalk,true,residential,68,"Sidewalk outside a bustling cafe."
9,17,sidewalk,true,residential,68,"Sidewalk outside a bustling cafe."
10,17,sidewalk,true,residential,68,"Sidewalk with a bike rack and a bench."
11,17,sidewalk,true,residential,68,"You are on a busy sidewalk in front of a shop."
12,15,sidewalk,true,mixed-use,69,"Sidewalk with a bike rack and a bench."
13,15,sidewalk,true,mixed-use,69,"You are on a busy sidewalk in front of a shop."
14,15,sidewalk,true,mixed-use,69,"Sidewalk with a bike rack and a bench."
12,16,sidewalk,true,mixed-use,69,"Sidewalk outside a bustling cafe."
13,16,building,false,mixed-use,69,"You are inside a bustling apartment building."
14,16,sidewalk,true,mixed-use,69,"You are on a busy sidewalk in front of a shop."
12,17,sidewalk,true,mixed-use,69,"You are on a busy sidewalk in front of a shop."
13,17,sidewalk,true,mixed-use,69,"Sidewalk with a newspaper stand."
14,17,sidewalk,true,mixed-use,69,"You are on a busy sidewalk in front of a shop."
15,15,sidewalk,true,downtown,70,"Sidewalk with a newspaper stand."
16,15,sidewalk,true,downtown,70,"Sidewalk with a newspaper stand."
17,15,sidewalk,true,downtown,70,"Sidewalk with a newspaper stand."
15,16,sidewalk,true,downtown,70,"A quiet sidewalk lined with trees."
16,16,building,false,downtown,70,"You are inside a bustling apartment building."
17,16,sidewalk,true,downtown,70,"Sidewalk outside a bustling cafe."
15,17,sidewalk,true,downtown,70,"You are on a busy sidewalk in front of a shop."
16,17,sidewalk,true,downtown,70,"Sidewalk outside a bustling cafe."
17,17,sidewalk,true,downtown,70,"Sidewalk outside a bustling cafe."
18,15,sidewalk,true,downtown,71,"Sidewalk outside a bustling cafe."
19,15,sidewalk,true,downtown,71,"A quiet sidewalk lined with trees."
20,15,sidewalk,true,downtown,71,"Sidewalk with a bike rack and a bench."
18,16,sidewalk,true,downtown,71,"A quiet sidewalk lined with trees."
19,16,building,false,downtown,71,"A cozy bakery with the smell of fresh bread."
20,16,sidewalk,true,downtown,71,"A quiet sidewalk lined with trees."
18,17,sidewalk,true,downtown,71,"Sidewalk outside a bustling cafe."
19,17,sidewalk,true,downtown,71,"A quiet sidewalk lined with trees."
20,17,sidewalk,true,downtown,71,"Sidewalk outside a bustling cafe."
21,15,sidewalk,true,downtown,72,"Sidewalk with a newspaper stand."
22,15,sidewalk,true,downtown,72,"Sidewalk with a newspaper stand."
23,15,sidewalk,true,downtown,72,"You are on a busy sidewalk in front of a shop."
21,16,sidewalk,true,downtown,72,"Sidewalk with a newspaper stand."
22,16,building,false,downtown,72,"A cozy bakery with the smell of fresh bread."
23,16,sidewalk,true,downtown,72,"Sidewalk with a bike rack and a bench."
21,17,sidewalk,true,downtown,72,"Sidewalk outside a bustling cafe."
22,17,sidewalk,true,downtown,72,"Sidewalk with a bike rack and a bench."
23,17,sidewalk,true,downtown,72,"Sidewalk with a bike rack and a bench."
24,15,sidewalk,true,commercial,73,"A quiet sidewalk lined with trees."
25,15,sidewalk,true,commercial,73,"Sidewalk with a newspaper stand."
26,15,sidewalk,true,commercial,73,"A quiet sidewalk lined with trees."
24,16,sidewalk,true,commercial,73,"A quiet sidewalk lined with trees."
25,16,building,false,commercial,73,"A small grocery store packed with goods."
26,16,sidewalk,true,commercial,73,"Sidewalk with a bike rack and a bench."
24,17,sidewalk,true,commercial,73,"Sidewalk with a bike rack and a bench."
25,17,sidewalk,true,commercial,73,"Sidewalk with a bike rack and a bench."
26,17,sidewalk,true,commercial,73,"Sidewalk with a newspaper stand."
27,15,sidewalk,true,civic,74,"You are on a busy sidewalk in front of a shop."
28,15,sidewalk,true,civic,74,"Sidewalk outside a bustling cafe."
29,15,sidewalk,true,civic,74,"A quiet sidewalk lined with trees."
27,16,sidewalk,true,civic,74,"Sidewalk with a bike rack and a bench."
28,16,building,false,civic,74,"A quiet office space with large windows."
29,16,sidewalk,true,civic,74,"You are on a busy sidewalk in front of a shop."
27,17,sidewalk,true,civic,74,"Sidewalk outside a bustling cafe."
28,17,sidewalk,true,civic,74,"Sidewalk outside a bustling cafe."
29,17,sidewalk,true,civic,74,"You are on a busy sidewalk in front of a shop."
30,15,sidewalk,true,residential,75,"A quiet sidewalk lined with trees."
31,15,sidewalk,true,residential,75,"Sidewalk with a bike rack and a bench."
32,15,sidewalk,true,residential,75,"You are on a busy sidewalk in front of a shop."
30,16,sidewalk,true,residential,75,"Sidewalk with a newspaper stand."
31,16,building,false,residential,75,"A lively coffee shop with people chatting."
32,16,sidewalk,true,residential,75,"Sidewalk outside a bustling cafe."
30,17,sidewalk,true,residential,75,"Sidewalk with a newspaper stand."
31,17,sidewalk,true,residential,75,"You are on a busy sidewalk in front of a shop."
32,17,sidewalk,true,residential,75,"You are on a busy sidewalk in front of a shop."
33,15,sidewalk,true,park,76,"Sidewalk with a newspaper stand."
34,15,sidewalk,true,park,76,"A quiet sidewalk lined with trees."
35,15,sidewalk,true,park,76,"You are on a busy sidewalk in front of a shop."
33,16,sidewalk,true,park,76,"Sidewalk outside a bustling cafe."
34,16,building,false,park,76,"You are inside a bustling apartment building."
35,16,sidewalk,true,park,76,"Sidewalk with a bike rack and a bench."
33,17,sidewalk,true,park,76,"A quiet sidewalk lined with trees."
34,17,sidewalk,true,park,76,"Sidewalk with a newspaper stand."
35,17,sidewalk,true,park,76,"A quiet sidewalk lined with trees."
36,15,sidewalk,true,industrial,77,"You are on a busy sidewalk in front of a shop."
37,15,sidewalk,true,industrial,77,"A quiet sidewalk lined with trees."
38,15,sidewalk,true,industrial,77,"A quiet sidewalk lined with trees."
36,16,sidewalk,true,industrial,77,"Sidewalk with a newspaper stand."
37,16,building,false,industrial,77,"You are inside a bustling apartment building."
38,16,sidewalk,true,industrial,77,"Sidewalk with a newspaper stand."
36,17,sidewalk,true,industrial,77,"Sidewalk with a bike rack and a bench."
37,17,sidewalk,true,industrial,77,"You are on a busy sidewalk in front of a shop."
38,17,sidewalk,true,industrial,77,"Sidewalk with a bike rack and a bench."
0,18,sidewalk,true,industrial,78,"Sidewalk outside a bustling cafe."
1,18,sidewalk,true,industrial,78,"Sidewalk with a bike rack and a bench."
2,18,sidewalk,true,industrial,78,"You are on a busy sidewalk in front of a shop."
0,19,sidewalk,true,industrial,78,"You are on a busy sidewalk in front of a shop."
1,19,building,false,industrial,78,"A quiet office space with large windows."
2,19,sidewalk,true,industrial,78,"You are on a busy sidewalk in front of a shop."
0,20,sidewalk,true,industrial,78,"You are on a busy sidewalk in front of a shop."
1,20,sidewalk,true,industrial,78,"You are on a busy sidewalk in front of a shop."
2,20,sidewalk,true,industrial,78,"Sidewalk outside a bustling cafe."
3,18,sidewalk,true,residential,79,"Sidewalk with a bike rack and a bench."
4,18,sidewalk,true,residential,79,"Sidewalk with a newspaper stand."
5,18,sidewalk,true,residential,79,"A quiet sidewalk lined with trees."
3,19,sidewalk,true,residential,79,"You are on a busy sidewalk in front of a shop."
4,19,building,false,residential,79,"You are inside a bustling apartment building."
5,19,sidewalk,true,residential,79,"Sidewalk with a newspaper stand."
3,20,sidewalk,true,residential,79,"Sidewalk with a bike rack and a bench."
4,20,sidewalk,true,residential,79,"You are on a busy sidewalk in front of a shop."
5,20,sidewalk,true,residential,79,"Sidewalk with a newspaper stand."
6,18,sidewalk,true,residential,80,"Sidewalk with a newspaper stand."
7,18,sidewalk,true,residential,80,"Sidewalk with a newspaper stand."
8,18,sidewalk,true,residential,80,"Sidewalk with a newspaper stand."
6,19,sidewalk,true,residential,80,"You are on a busy sidewalk in front of a shop."
7,19,building,false,residential,80,"You are inside a bustling apartment building."
8,19,sidewalk,true,residential,80,"A quiet sidewalk lined with trees."
6,20,sidewalk,true,residential,80,"Sidewalk outside a bustling cafe."
7,20,sidewalk,true,residential,80,"A quiet sidewalk lined with trees."
8,20,sidewalk,true,residential,80,"You are on a busy sidewalk in front of a shop."
9,18,sidewalk,true,civic,81,"Sidewalk with a newspaper stand."
10,18,sidewalk,true,civic,81,"Sidewalk with a bike rack and a bench."
11,18,sidewalk,true,civic,81,"Sidewalk with a bike rack and a bench."
9,19,sidewalk,true,civic,81,"You are on a busy sidewalk in front of a shop."
10,19,building,false,civic,81,"A small grocery store packed with goods."
11,19,sidewalk,true,civic,81,"You are on a busy sidewalk in front of a shop."
9,20,sidewalk,true,civic,81,"You are on a busy sidewalk in front of a shop."
10,20,sidewalk,true,civic,81,"Sidewalk outside a bustling cafe."
11,20,sidewalk,true,civic,81,"Sidewalk with a bike rack and a bench."
12,18,sidewalk,true,commercial,82,"You are on a busy sidewalk in front of a shop."
13,18,sidewalk,true,commercial,82,"You are on a busy sidewalk in front of a shop."
14,18,sidewalk,true,commercial,82,"Sidewalk outside a bustling cafe."
12,19,sidewalk,true,commercial,82,"A quiet sidewalk lined with trees."
13,19,building,false,commercial,82,"You are inside a bustling apartment building."
14,19,sidewalk,true,commercial,82,"You are on a busy sidewalk in front of a shop."
12,20,sidewalk,true,commercial,82,"Sidewalk outside a bustling cafe."
13,20,sidewalk,true,commercial,82,"Sidewalk outside a bustling cafe."
14,20,sidewalk,true,commercial,82,"A quiet sidewalk lined with trees."
15,18,sidewalk,true,downtown,83,"Sidewalk outside a bustling cafe."
16,18,sidewalk,true,downtown,83,"Sidewalk with a bike rack and a bench."
17,18,sidewalk,true,downtown,83,"You are on a busy sidewalk in front of a shop."
15,19,sidewalk,true,downtown,83,"Sidewalk with a bike rack and a bench."
16,19,building,false,downtown,83,"A quiet office space with large windows."
17,19,sidewalk,true,downtown,83,"You are on a busy sidewalk in front of a shop."
15,20,sidewalk,true,downtown,83,"Sidewalk with a bike rack and a bench."
16,20,sidewalk,true,downtown,83,"Sidewalk outside a bustling cafe."
17,20,sidewalk,true,downtown,83,"Sidewalk with a newspaper stand."
18,18,sidewalk,true,downtown,84,"Sidewalk with a newspaper stand."
19,18,sidewalk,true,downtown,84,"Sidewalk with a newspaper stand."
20,18,sidewalk,true,downtown,84,"A quiet sidewalk lined with trees."
18,19,sidewalk,true,downtown,84,"Sidewalk with a bike rack and a bench."
19,19,building,false,downtown,84,"You are inside a bustling apartment building."
20,19,sidewalk,true,downtown,84,"You are on a busy sidewalk in front of a shop."
18,20,sidewalk,true,downtown,84,"A quiet sidewalk lined with trees."
19,20,sidewalk,true,downtown,84,"A quiet sidewalk lined with trees."
20,20,sidewalk,true,downtown,84,"You are on a busy sidewalk in front of a shop."
21,18,sidewalk,true,downtown,85,"Sidewalk outside a bustling cafe."
22,18,sidewalk,true,downtown,85,"Sidewalk outside a bustling cafe."
23,18,sidewalk,true,downtown,85,"A quiet sidewalk lined with trees."
21,19,sidewalk,true,downtown,85,"Sidewalk with a bike rack and a bench."
22,19,building,false,downtown,85,"You are inside a bustling apartment building."
23,19,sidewalk,true,downtown,85,"Sidewalk outside a bustling cafe."
21,20,sidewalk,true,downtown,85,"Sidewalk with a newspaper stand."
22,20,sidewalk,true,downtown,85,"Sidewalk with a newspaper stand."
23,20,sidewalk,true,downtown,85,"Sidewalk with a bike rack and a bench."
24,18,sidewalk,true,commercial,86,"Sidewalk with a bike rack and a bench."
25,18,sidewalk,true,commercial,86,"A quiet sidewalk lined with trees."
26,18,sidewalk,true,commercial,86,"Sidewalk with a bike rack and a bench."
24,19,sidewalk,true,commercial,86,"A quiet sidewalk lined with trees."
25,19,building,false,commercial,86,"A small grocery store packed with goods."
26,19,sidewalk,true,commercial,86,"Sidewalk with a newspaper stand."
24,20,sidewalk,true,commercial,86,"You are on a busy sidewalk in front of a shop."
25,20,sidewalk,true,commercial,86,"Sidewalk with a bike rack and a bench."
26,20,sidewalk,true,commercial,86,"Sidewalk with a bike rack and a bench."
27,18,sidewalk,true,residential,87,"A quiet sidewalk lined with trees."
28,18,sidewalk,true,residential,87,"You are on a busy sidewalk in front of a shop."
29,18,sidewalk,true,residential,87,"Sidewalk outside a bustling cafe."
27,19,sidewalk,true,residential,87,"Sidewalk with a bike rack and a bench."
28,19,building,false,residential,87,"You are inside a bustling apartment building."
29,19,sidewalk,true,residential,87,"Sidewalk with a newspaper stand."
27,20,sidewalk,true,residential,87,"Sidewalk with a newspaper stand."
28,20,sidewalk,true,residential,87,"Sidewalk outside a bustling cafe."
29,20,sidewalk,true,residential,87,"Sidewalk with a bike rack and a bench."
30,18,sidewalk,true,residential,88,"Sidewalk outside a bustling cafe."
